Name,Address,County,ig_xcord,ig_ycord
Dr. Samir Ekky,"49 Esker Lawns, Lucan, Co. Dublin, K78a5r2",Dublin,303757.7376,235161.999
Dr. Sean McCarthy,"1 Woodlawn Park Avenue, Dublin 24, D24ed23",Dublin,310681.9476,227042.6949
"Dr. Steeven's Hospital, Occupational Health Department","Steeven's Lane, Dublin 8",Dublin,313724.875,234128.406
Dr. Stephen Gately,"Cameo, 119 Strand Road, Dublin 4, D04x4k6",Dublin,319366.2606,232124.036
"Dr. Stephen Mulvey, ","18b Main Street, Dundrum, Dublin 14, D14y950",Dublin,317024.3446,228117.3589
"Dr. Synott, ","144 Old County Road, Dublin 12, D12 XFP6",Dublin,312832.0736,232092.9759
"Dr. Tarek Zourob, ","44 Malahide Road, Dublin 5, D05xd74",Dublin,319350.6806,238428.9
Dr. Tony MacDonald,"25 Portersgate Close, Dublin 15, D15k152",Dublin,304955.9616,238567.585
Dr. Vincent Carroll,"Fairfield House, Newbridge Avenue, Dublin 4",Dublin,318343.171,232990.2237
"Dr. Wagdy Mitry, ","Colemore House, 48 Saint Brigid's Road, Dublin 5, D05y7p0",Dublin,319393.5992,238357.0269
Dr. William Stokes,"Tritonville Court, Sandymount, Dublin 4.",Dublin,318571.8654,233013.8501
Dr. Wilson,"271 Decies Road, Ballyfermot, Dublin 10",Dublin,310159.5636,233866.0469
Dr.Brady's Surgery,"48 Harrington Street, Dublin 8, D08a6y9",Dublin,315540.6566,232788.9839
"Drs Lynch and Hamilton Surgery,","3 Orchard Lane, Dublin 22, D22y8n4",Dublin,307027.4206,231392.081
Drs. Lynch and Harris Surgery,"Village Court, Neilstown, Dublin 22",Dublin,306547,233082
Drumcondra Clinic,"53 Drumcondra Road Lower, Dublin 9, D09n4x8",Dublin,316008.2136,236272.2889
Drumcondra Medical,"40 Drumcondra Road Upper, Dublin 9, D09c4h3",Dublin,316197.2576,236958.547
Drumcondra Village Medical Centre,"10 Drumcondra Road Upper, Dublin 9, D09h3c5",Dublin,316162.5636,236850.7339
Dublin City University Student Health Service,"Ballymun Road, Dublin 9, D09fk50",Dublin,315192.6566,238153.4689
"Dublin Medical Centre,","344 South Circular Road, Dublin 8",Dublin,313949.3656,232729.916
"Dun Laoghaire Surgery, ","1 Glenageary Road Lower, Glenageary, Co. Dublin, A96v078",Dublin,324678.8756,228179.0669
"Dundrum Family Practice,","218 Barton Road East, Dublin 14, D14ae92",Dublin,316883.0046,227918.1349
Durkin & Daly - Tallaght,"64 The Park, Kingswood Heights, Dublin 24, D24f4wd",Dublin,308787.5626,229398.2569
"Durkin, Daly, Field","19 Redwood View, Kilnamanagh, Dublin 24",Dublin,309317.122,228790.676
"E.m.c. Healthcare Ltd., ","50 Parnell Square West, Dublin 1, D01w5r9",Dublin,315569.4386,234958.2339
Eamonn Geraghty,"100 Saint Johns Wood, Clondalkin, Dublin 22",Dublin,306739.696,230858.682
East Wall Medical Centre,"145 Church Road, Dublin 3, D03x894",Dublin,317498.0056,235345.21
Edenpark Surgery,"Edenmore Shopping Centre, Edenmore Park, Dublin 5, D05r6w4",Dublin,320861.2316,239129.3559
El-Zayed Hegazy,"4 Chatham Street, Dublin 2",Dublin,315778.438,233684.891
Elmfield Medical Centre,"2 Elmfield Way, Clarehall, Donaghmede, Dublin 13",Dublin,321695.8538,240388.8355
"Errigal Road Surgery, ","112 Errigal Road, Dublin 12, D12 T286",Dublin,311666.1136,232277.686
Eskulap Medical Centre,"33 Frederick Street North, Dublin 1",Dublin,315545.219,235269.641
"Everyman Centre,","4 Mount Street Lower, Dublin 2",Dublin,316879.1865,233520.9447
Exwell Medical,"Healthy Living Centre, DCU, Collins Avenue, Dublin 9",Dublin,315263.0691,238129.0674
Fairview Family Practice,"17 Fairview Strand, Dublin 3, D03a5y9",Dublin,317280.0016,236179.1509
Fairview Medical Centre,"37/39 Fairview Strand, Dublin 3, D03f8c2",Dublin,317208.5946,236181.688
Family Clinic LTD,"263 Navan Road, Dublin 7, D07 RCK4",Dublin,311951.7506,236619.0469
"Family Health Care, Thundercut Alley","Unit N3, Block E, Smithfield Market, Smithfield, Dublin 7",Dublin,314572.75,234607.484
"Family Medical Centre,","213 Navan Road, Dublin 7, D07xn34",Dublin,312206.6116,236530.621
"Family Planning Clinic, ","91 Main Street, Swords, Co. Dublin, K67f6p8",Dublin,318057.9856,246452.495
Femina Mc Ltd,"26 Clare Street, Dublin 2",Dublin,316455.0132,233755.7657
Fergus Murray,"Main Street, Rush, Co Dublin",Dublin,326561.459,254133.925
"Fingal Clinic, ","Station Road, Lusk, Co. Dublin, K45dc85",Dublin,321714.5316,254437.125
Fingal County Council Occupational Health,"County Hall, Main Street, Swords, Co. Dublin, K67x8y2",Dublin,318261.0636,246922.828
"Fingal House Nursing Home, ","Seatown West, Swords, Co. Dublin, K67ve44",Dublin,318471.8526,247479.946
Finglas Family Practice,"Ballygall Road West, Finglas, Dublin 11",Dublin,313478,239088
Finnstown Medical Centre,"Newcastle Road, Lucan, Co. Dublin",Dublin,303182.688,233428.828
Fitzwilliam Medical Centre ,"79 Fitzwilliam Lane, Dublin 2, D02v567",Dublin,316443.3756,233476.1409
Foxrock Medical Centre,"1a Brighton Road, Dublin 18, D18n8c0",Dublin,321159.9396,225559.2769
Fredrick Street Medical Centre,"15 Frederick Street North, Dublin 1, D01f9v0",Dublin,315514.4256,235352.681
GP Advisor National Cancer Advisory Centre,"Kings Inn House, 194 Parnell Street, Dublin 1, D01a3y8",Dublin,315448.3946,234791.593
GP Afterhours 3rd Floor,"Ranelagh Court, Chelmsford Road, Dublin 6",Dublin,316331.2506,231952.4999
GP Practice,"Unit 20, Supervalu Shopping Centre, Knocklyon, Dublin 16",Dublin,312236.1487,227143.1543
GP Primary Care Service,"St. Patrick's University Hospital, James Street, Dublin 8",Dublin,313805.196,233974.9436
GP Service Peamount Hospital,"Peamount Hospital, Newcastle, Co. Dublin",Dublin,301272.5,230839.813
GP Surgery,"15a Wicklow Street, Dublin 2",Dublin,315862.3936,233919.1497
GP at Tallaght Cross,"Talacare Ltd., The Russell Building, Tallaght Cross West, Dublin 24, D24dh74",Dublin,308265.9696,227569.0159
GP's At Tallaght Cross,"The Russell Building, Tallaght Cross West, Dublin 24, D24dh74",Dublin,308265.9696,227569.0159
Gabriela Uruiocea,"Parnell Medical, 135 Parnell Street, Dublin 1",Dublin,315928.406,235147.297
"Galtymore Medical Centre,","131 Galtymore Road, Dublin 12",Dublin,311988.6936,232862.6368
General Practice,"Crescent View, Spa Hotel Grounds, Lucan, Co. Dublin",Dublin,302155.117,235137.531
General Practice,"9 Eglinton Square, Dublin 4, D04t9r0",Dublin,317583.7406,231359.9609
General Practice Donnybrook,"114 Morehampton Road, Dublin 4, D04k3h7",Dublin,317357.6676,231790.0109
Generation Health Medical Clinic Glenageary,"First Floor Glenageary Shopping Centre, Glenageary, Co. Dublin.",Dublin,324416.2841,227044.1446
George Morris,"108 Forest Fields Road, Rivervalley, Swords, Co Dublin",Dublin,317167.909,246145.705
Gerard Ormond,"111d Beaumont Avenue, Dublin 14, D14x5r5",Dublin,316265.3376,227853.0169
Gerneration Health Medical Centre,"Unit 9a, Castlecourt Shopping Centre, Castleknock Road, Dublin 15, D15hpw0",Dublin,308906.4696,237314.9839
"Glasnevin Ave Medical Centre,","280 Glasnevin Avenue, Dublin 11, D11hw5p",Dublin,313950.0136,239198.9649
Glasnevin Family Practice,"11 Finglas Road, Dublin 11, D11pa00",Dublin,314942.3456,236592.006
Glencairn Medical Centre,"Leopardstown Valley Shopping Centre, Ballyogan Road, Dublin 18, D18yk54",Dublin,320198.6006,224664.6999
Gleneagle Medical Centre,"32a Greygates, Stillorgan Road, Blackrock, Co. Dublin, A94d368",Dublin,319692.7636,228811.3039
Glenfield Family Practice,"20 Glenfield Avenue, Dublin 22, D22e309",Dublin,306631.1626,234226.1099
Goatstown Medical Centre,"6 Drummartin Terrace, Dublin 14, D14 DY94",Dublin,318050.3306,228297.3719
"Grafton Medical Practice, ","Grafton Buildings, 34 Grafton Street, Dublin 2, D02xy06",Dublin,315842.8136,233728.219
Grainne Hampson,"128 Collins Avenue, Dublin 9",Dublin,318163.675,237819.564
Grange Clinic,"Grange Road, Dublin 13, D13f7h9",Dublin,322093.1006,239843.1
"Grange Cross Medical, ","336 Ballyfermot Road, Dublin 10, D10ee79",Dublin,309424.2076,233748.724
Grange Road Family Practice,"Grange Road Retail Park Unit 3b, Grange Road, Dublin 16, D16vn25",Dublin,315704.7512,226618.4059
Greenlea Clinic,"118 Greenlea Road, Dublin 6w, D6W WY18",Dublin,313261.5086,229909.1949
Griffith Avenue Practice,"411 Griffith Avenue, Dublin 9, D09yy19",Dublin,315702.2216,237846.438
"Guiness Medical Department,","Diageo, 54-83 Saint James's Gate, Dublin 8, D08 AX97",Dublin,314251.7876,233927.8699
HSE Addiction Services,"Baggot Street Clinic, 19 Haddington Road, Dublin 4",Dublin,317017.2029,232920.1007
HSE Addiction Services,"Saint Patrick's Hospital, Steeven's Lane, Dublin 8",Dublin,313568.7506,234011.5629
"HSE Clondalkin & Lucan Centre, t Centre, ","Saint Lomans Road, Lucan, Co. Dublin, K78p7w9",Dublin,306154.4696,234879.6879
"HSE Mount Carmel Community Hospital, ","Braemor Park, Dublin 14, D14a5r2",Dublin,315594.9026,229655.9719
"HSE Phoenix Care Centre, ","North Circular Road, Dublin 7, D07vpt0",Dublin,314126.6006,235457.2999
"HSE Westfield House, ","Stocking Lane, Dublin 16, D16y992",Dublin,312966.3006,226016.5999
"HSE, Addiction Centre, Castle Street Clinic, ","37-40 Castle Street, Dublin 2, D02h773",Dublin,315215.1256,233954.3829
"HSE, Balseskin Refugee Centre,","Saint Margaret's Road, Dublin 11",Dublin,312520.3429,241345.828
"HSE, City Clinic,","108/109 Amiens Street, Dublin 1",Dublin,316683.6567,235038.3955
"HSE, Coolock Health Centre, ","Cromcastle Road, Dublin 5, D05v026",Dublin,318592.8046,239870.863
"HSE, Saint Columba's, ","Armagh Road, Dublin 12, D12yy82",Dublin,312666.0128,231330.5218
Haastrup's Surgery,"20 Kennelsfort Road Lower, Dublin 20, D20cx86",Dublin,308417.1986,235137.863
Hamilton Park Care Facility,"Balrothery, Balbriggan, Co. Dubiln",Dublin,319890.719,261030.516
Hampson Surgery,"40 Whitethorn Rise, Dublin 5, D05ak31",Dublin,318361.8656,238590.882
Hanover Medical Centre,"Unit 5, Lazer Lane, Dublin 2, D02rf77",Dublin,317251.8136,234219.781
Harbour Health,"Glenageary Road Lower, Glenageary, Co. Dublin, A96ae76",Dublin,324675.9616,228172.1449
Harcourt Health,"35 Camden Street Upper, Dublin 2, D02hk82",Dublin,315575.1546,232787.3749
"Harold's Cross Surgery,","254 Harold's Cross Road, Harold's Cross, Dublin 6w",Dublin,314631.7106,231468.875
"Harolds Cross Medical Practice,","Harold's Cross Medical Practice, 324 Harold's Cross Road, Dublin 6w, D6W TN82",Dublin,314639.6016,231232.8059
Hartstown Medical Centre,"2 Hazelwood Avenue, Dublin 15, D15vp04",Dublin,305193.0126,239325.368
Health Care Extra Point Ltd,"Extra Point Limited, Unit 2, Usher's Court, Usher's Quay, Dublin 8",Dublin,314569.281,234191.875
Health Care Unit Dochas Centre,"Female Mountjoy Prison, 397 North Circular Road, Dublin 7",Dublin,315294.6527,235850.2794
Healthcheck,"Mater Private Hospital, Eccles Street, Dublin 7",Dublin,315542.5,235603.965
Henry Medical,"63 Clontarf Road, Dublin 3, D03r8p9",Dublin,318656.9746,236172.855
"Highfield Healthcare, ","Swords Road, Dublin 9, D09h343",Dublin,316787.9006,237900.5
"Himerus Health The Meath Primary Care Centre,","Heytesbury Street, Dublin 8, D08hx97",Dublin,315229.3916,233150.5239
Hlc Surgery,"Dublin City University Clinic, Dcu Sports Grounds, Ballymun Road, Dublin 9",Dublin,315261.0671,238129.0675
Hugh Gallagher,"Mountview & Blakestown Rehab Centre, Unit 105 Dillon House, Porters Road, Coolmine Industrial Estate, Dublin 15",Dublin,306404.172,238326.837
Huntstown Medical Centre,"Pinewood House, Huntstown Way, Dublin 15, D15tp93",Dublin,305874.1006,240240.7
Inchicore Medical Centre,"15 Grattan Crescent, Dublin 8, D08 EWF2",Dublin,311858.4646,233543.6129
Inchicore Primary Care Centre,"Saint Vincent Street West, Dublin 8, D08 KW35",Dublin,312125.3956,233378.1259
Ireland's Children's Hospice,"Lauralynn House, The Children's Sunshine Home, Leopardstown Road, Dublin 18, D18x063",Dublin,320380.9012,226316.8999
Irish Family Planning Association,"Level 3 The Sqare Shopping Centre, Taillaght, Dublin 24",Dublin,308604.0531,227459.863
"Irish Prison Service, Saint Patrick's Institution,","North Circular Road, Dublin 7, D07vr94",Dublin,315179.8006,236082
Irishtown Health Centre,"1a Irishtown Road, Irishtown, Dublin 4",Dublin,318178.562,233741.833
JPM Chambers,"167 Glasnevin Avenue, Dublin 11, D11yk5n",Dublin,314508.8636,239158.8959
Jervis Medical Centre,"2 Jervis Street, Dublin 1, D01xn35",Dublin,315360.0946,234696.266
Jobstown Family Practice,"Mary Mercer Centre, Fortunestown Road, Dublin 24, D24k854",Dublin,306682.2506,226560.1719
John Delap,"Cromcastle Road, Coolock, Dublin 5",Dublin,318648.194,239844.611
John O'Connell,"52 Walkinstown Rd, Walkinstown, Dublin 12",Dublin,311311.279,231491.782
John O'Leary,"Altona, 2 South Circular Road, Dublin 8",Dublin,315397.671,232746.317
Johnstown Medical Centre,"107a Johnstown Road, Cabinteely, Glenageary, Co. Dublin, A96w248",Dublin,323720.4226,225900.7659
Kajarmed,"263 Navan Road, Dublin 7, D07rck4",Dublin,311951.7506,236619.0469
Kbm Medics,"Unit 14, Belgard Square West, Dublin 24, D24k5w9",Dublin,308299.9386,227402.5629
Kevin Strong,"Clearwater Shopping Centre, Finglas South, Dublin 11",Dublin,313352.438,238272.984
"Kilmacud Medical Centre Stillorgan, ","Saint Luke's, 26 Lower Kilmacud Road, Stillorgan, Co. Dublin, A94kd78",Dublin,319486.9016,227995.3389
"Kiltipper Woods Care Centre,","Kiltipper Road, Dublin 24",Dublin,309065.7474,225342.9567
Kimmage Medical Centre,"202 Kimmage Road West, Dublin 12, D12a4vf",Dublin,312161.6276,230896.6889
Kingsford Medical,"Unit 6, Kingsford Cross, Strand Road, Portmarnock, Co. Dublin",Dublin,323908.2126,242975.465
Kinsealy Medical Centre,"20 The Rise, Melrose Park, Kinsealy, Swords, Co. Dublin",Dublin,319496.6752,245465.1345
Kirkfield Clinic,"HSE Primary Care Centre, Grove Court, Dublin 15.",Dublin,306314.832,238165.672
Kraft Foods Occupational Health Dept,"Malahide Road, Dublin 5",Dublin,319755.877,239433.388
"Leeson Park Nursing Home, ","Leeson Park House, 10 Leeson Park, Dublin 6, D06tc65",Dublin,316451.8336,232202.895
"Leopardstown Park Hospital,","South County Business Park, Dublin 18",Dublin,319964.2276,225757.8939
"Leopardstown Primary Care Centre,","leopardstown Valley Shopping Centre, Ballyogan Road, Carrickmines, Dublin 18",Dublin,320271.4696,224720.9839
Leopardstown Womens Medical,"Clinic, 3 Leopardstown Gardens, Brewery Road, Stillorgan, Co. Dublin",Dublin,320325.2488,226957.0138
Lifetime Family Practice,"Ridge House, Shanganagh Road, Glenageary, Co. Dublin, A96n8w7",Dublin,325171.7406,224043.3239
"Lisheen Nursing Home,","Stoney Park, Rathcoole, Co. Dublin",Dublin,302228.9292,226601.9878
Littlepace Medical Centre,"Littlepace Shopping Centre, Littlepace Road, Dublin 15, D15np0n",Dublin,304632.7196,240531.781
Long Mile Medical Centre,"Long Mile Road, Dublin 12",Dublin,311367.813,231729.203
Lucan Court Medical Centre,"The Village Court, Lucan-newlands Road, Lucan, Co. Dublin",Dublin,303287.1606,235106.0159
Lucan Family Doctor,"9 Oldbridge Walk, Lucan, Co. Dublin",Dublin,304330.1256,233261.4529
Lusk Community Unit - Carrigoran House,"Lusk Community Home, Station Road, Lusk, Co. Dublin",Dublin,322094.75,254182.406
Luxmed Medical Centre,"Saint Brigid's Shopping Centre, Main Street, Blanchardstown, Dublin 15, D15tn66",Dublin,308009.0146,238554.1669
M & M Healthcare,"27 Station House, Seabrook Manor, Station Road, Portmarnock, Co. Dublin",Dublin,322883.0589,242507.8889
Malahide Family Practice,"15 Strand Street, Malahide, Co. Dublin",Dublin,322652.5328,246059.5779
Malahide Medical Centre,"Kilronan House, Church Road, Malahide, Co. Dublin",Dublin,322721.8945,246036.2025
"Manor Hall Medical Centre, ","Manor Mall Shopping Centre, Ormond Avenue, Swords, Co. Dublin, K67k6w7",Dublin,316520.8756,247056.406
Manor Road Surgery,"31 Manor Road, Dublin 20, D20 AW73",Dublin,308608.5386,234659.7659
Manor Street Family Practice,"40/41 Manor Street, Dublin 7, D07w586",Dublin,314156.4736,235057.1799
Marino Medical Centre,"144 Philipsburgh Avenue, Dublin 3, D03r6x6",Dublin,317185.8386,236845.7719
Marion Dyer,"Unit 331, The Blanchardstown Centre, Blanchardstown, Dublin 15",Dublin,307143.997,239276.016
Mater Hospital Infectious Diseases Clinic,"Mater Misericordiae University Hospital, Eccles Street, Dublin 7, D07r2wy",Dublin,315268.9066,235749.37
"Meath Day Care Unit,","1-9 The Meath Community Service, Heytesbury Street, Dublin 8",Dublin,315208.7696,233116.0379
Meath Primary Care Unit,"Heytesbury Street, Dublin 8, D08hx97",Dublin,315229.3922,233150.5239
"Medi Centre,","283 Ballyfermot Road, Dublin 10",Dublin,309750.0677,233651.6697
Medical Aid Post,"Casement Aerodrome, Baldonnell, Dublin 22",Dublin,303679.781,229992.281
Medical Centre,"14 Palmerstown Park, Dublin 20, D20yd43",Dublin,307929.1256,234648.0579
Medical Centre,"Roadstone Wood Ltd., Fortunestown, Tallaghat, Dublin 24",Dublin,307315.515,228703.2233
Medical Suite,"Westpoint, Blanchardstown Centre, Finglas, Dublin 15",Dublin,307420.938,239209.422
Medicus Medical Centre,"Swan Shopping Centre, Lower Rathmines Road, Dublin 6",Dublin,315673.7886,231718.243
Medicus Medical Centre Stoneybatter,"Park Shopping Centre, 35-39 Prussia Street, Stoneybatter, Dublin 7",Dublin,314062.41,235344.243
Medixclinic,"Suite 7, The Mall, Beacon Court, Sandyford Industrial Estate, Dublin 18",Dublin,318783.1267,226561.8811
"Medmark Occupational Healthcare, ","Corballis Park, Dublin Airport, Swords, Co. Dublin, K67kx31",Dublin,317403.2336,242788.429
"Medmark,","69 Baggot Street Lower, Dublin 2, D02hw52",Dublin,316825.7106,233058.1929
"Mercer's Medical Centre,","Stephen Street Lower, Dublin 2, D02p294",Dublin,315620.0946,233690.938
Merrion Medical Centre,"The Merrion Shelter, 240 Merrion Road, Dublin 4, D04cf74",Dublin,319414.6776,231173.1869
Michael Burnell,"119 South Circular Road, Dublin 8",Dublin,314920.998,232671.978
Michael O'Malley,"1 Tyrconnell Road, Inchicore, Dublin 8",Dublin,311901.625,233413.428
Moe Family Practice,"Woodlawn, Clonskeagh Road, Clonskeagh, Dublin 14",Dublin,317478.2942,230084.8109
Moe Family Practice,"Holly Lodge, 13 Winton Road, Dublin 6",Dublin,316646.6899,232164.7137
Monkstown Surgery,"25, Oliver Plunkett Road, Dun Laoghaire, Co. Dublin, A96v8k1",Dublin,323119.5596,227712.8329
Morehampton Clinic,"136 Morehampton Road, Dublin 4, D04h3n8",Dublin,317410.8806,231723.2849
Mount Merrion Medical Clinic,"71 Deerpark Road, Mount Merrion, Blackrock, Co. Dublin, A94d087",Dublin,319161.0026,228802.5569
"Mount Merrion Medical Clinic, ","71 Deerpark Road, Mount Merrion, Blackrock, Co. Dublin, A94d087",Dublin,319161.0026,228802.5569
"Mountjoy Family Practice, ","Unit 2/3 The Barley Store, Baker's Yard, Portland Street North, Dublin 1, D01v656",Dublin,316074.4386,235775.453
Mountjoy Street Family Practice,"53 Mountjoy Street, Dublin 7, D07k6ak",Dublin,315241.2936,235261.8399
Municipal Employees Division,"Impact Trade Union, Aras Eamonn Ceannt, Nerney's Court, Dublin 1",Dublin,315840.303,235417.1491
MyMedical Cherrywood,"Unit 7 Block D, Cherrywood Business Park, Dublin 18",Dublin,324134.5958,223113.1248
Nangor Medical Centre,"Old Nangor Road, Dublin 22, D22v2y8",Dublin,305723.7816,231208.0469
Naseema Moorad,"314 Ballyfermot Road, Dublin 10",Dublin,309639.6457,233713.7008
"National Sports Campus Institute Of Sports,","Snugborough Road, Dublin 15, D15dy62",Dublin,309257.4226,239720.505
Neilstown Surgery,"Unit 3 Neilstown Shopping Centre, Neilstown Road, Dublin 22, D22t0a8",Dublin,306503.2226,233191.3539
Neo Fertility,"Suite 7 The Mall, Beacon Court, Sandyford Industrial Estate, Dublin 18, D18n2e2",Dublin,318775.8142,226494.4219
Newlands Cross Medical Centre,"Newlands Cross, Dublin 22, D22c1p3",Dublin,306994.9386,230479.0939
North Road Medical Centre (Dr. J. Kirrane),"23 North Road, Dublin 11",Dublin,312956.112,239275.489
North Strand Health Centre,"North Strand, Dublin 3",Dublin,316841.5326,235350.846
North Strand Medical Centre,"130 North Strand Road, Dublin 3, D03dp60",Dublin,317059.7746,235653.374
North Strand Surgery,"110 North Strand Road, Dublin 3, D03kw81",Dublin,317139.5876,235786.339
Northwood Medical Centre,"Unit 1b Guliver's Retail Park, Northwood, Santry, Dublin 9.",Dublin,315671.1664,240834.9305
"O'Connel Street Medical Centre,","5 O'connell Street Lower, Dublin 1, D01p9f2",Dublin,315917.2816,234496.7499
Oakland Clinic,"Unit 1, Block D, The Plaza, Dublin 15, D15v292",Dublin,307512.5006,242298.9
Oakwood House,"Clonmethan Lodge, Oldtown, Co. Dublin",Dublin,311426.969,253360.172
"Oakwood Medical Centre, Unit ","9 Castlecourt Centre, Castleknock Road, Dublin 15, D15rvf1",Dublin,308908.4714,237314.9838
Oberstown Remand and Detention Campus,"Oberstown, Lusk, Co. Dublin",Dublin,319971.283,257518.6649
Occupational Health Department,"Pfizer, Grange Castle Business Park, Nangor Road, Dublin 22",Dublin,304256.5425,231763.9795
Occupational Health Physician,"10/11 Exchange Place, I.f.s.c., Dublin 1",Dublin,316714.063,234572.719
Old County Road Health Centre,"HSE, Old County Road Health Centre, 57 Old County Road, Dublin 12",Dublin,313130.493,232294.568
"Omni Park Medical Centre,","Unit 87, Omni Park Shopping Centre, Swords Road, Dublin 9, D09k021",Dublin,316511.4396,239407.688
Orsmond Clinic,"Bray Road, Loughlinstown, Co. Dublin, D18v0r1",Dublin,324541.0466,223199.7629
"Orwell House Nursing Home, ","112 Orwell Road, Dublin 6, D06tn66",Dublin,315379.3926,229823.8249
Orwell Medical Centre,170 Orwell Road,Dublin,315874.8477,229649.1212
"Orwell Medical Centre, ","Unit 9 Orwell Shopping Centre, Orwell Park, Templeogue, Dublin 6w",Dublin,311907.9606,228952.0709
"P.W. Medical Centre,","66 Gardiner Street Lower, Dublin 1, D01x899",Dublin,316246.2816,234777.875
Palmerstown Medical Centre,"Old Lucan Road, Palmerstown, Dublin 20",Dublin,308151.656,235349.797
Pamela Mangal,"Kaieteur-ville, Knocklyon Avenue, Templeogue, Dublin 16",Dublin,311789.124,227795.814
Panos Harris,"84a Hillcrest Park, Lucan, Co Dublin",Dublin,302943.906,234504.975
Panos Harris,"2 Churchview, Main Street, Lucan, Co Dublin",Dublin,303327.719,235332.766
Park Avenue Medical Centre,"28a Park Avenue, Dublin 4, D04p5y8",Dublin,318951.4616,232227.7239
Park West Clinic,"Unit 2b, Block 71, The Plaza, Park West Business Park, Dublin 12",Dublin,308570.3185,232435.4147
Parkhouse Family Practice,"Brookfield Health Centre, Tallaght, Dublin 24",Dublin,306458.625,227611.766
Parks Medical Centre,"Carpenterstown Road, Dublin 15, D15w8kk",Dublin,307143.7666,237024.5969
Parkwest Medical Centre,"Unit 3 Block 71, The Plaza, Park West Avenue, Park West Business Park, Dublin 12",Dublin,308503.063,232496.953
Parliament Street Medical Practice,"11 Parliament Street, Dublin 2, D02v277",Dublin,315374.4676,234114.7079
Pearse Street Primary Care Centre,"15 Mark's Lane, Dublin 2, D02td23",Dublin,316552.8876,234166.597
Pearse Street Primary Care Centre,"15 Mark's Lane, Dublin 2, D02td23",Dublin,316552.8876,234166.597
Perrystown Family Practice,"171 Whitehall Road, Perrystown, Dublin 12",Dublin,312082.469,229877.297
Phibsborough Dental & Medical Clinic,"340a North Circular Road, Dublin 7, D07 C9HE",Dublin,314877.0316,235875.875
Polmed Medical Care,"Polmed Medical Centre Ltd., 137 Parnell Street, Dublin 1",Dublin,315912.688,235150.391
Polmed Medical Care Ltd Dublin,"102 Parnell Street, Dublin 1, D01v0f1",Dublin,315916.7822,235113.2809
Portmarnock Family Practice,"Portmarnock Arcade, Strand Road, Portmarnock, Co. Dublin, D13 E1W6",Dublin,323876.9586,242930.285
Portmarnock GP Clinic,"1 The Dunes, Portmarnock, Co. Dublin, D13t2t6",Dublin,324074.2172,243137.8399
"Practitioner Health Matters, ","41 Main Street, Blackrock, Co. Dublin, A94d5p2",Dublin,321488.9176,229395.4049
Prices Medical Centre,"26 Clare Street, Dublin 2, D02vx59",Dublin,316388.4216,233780.7049
Primacare  Lucan,"Griffeen Avenue, Lucan, Co. Dublin",Dublin,304460.7475,233420.0155
Primacare - Pavilions,"Pavilions Shopping Centre, Malahide Road, Swords, Co. Dublin",Dublin,318293.5642,246332.0939
Primacare - Tyrrelstown,"Unit 1, Block B, The Plaza, Dublin 15, D15k667",Dublin,307428.3006,242278.8
Primacare Applewood,"6 Applewood Village Green, Applewood, Swords, Co. Dublin, K67v2y0",Dublin,317313.5636,248251.688
Primacare City West,"Citywest Shopping Centre, Fortunes Walk, Saggart, Co. Dublin, D24k0yt",Dublin,305154.8756,226954.4839
Primacare Dundrum,"Unit 1 Level 4, Dundrum Town Centre, Sandyford Road, Dublin 16",Dublin,317183.9066,227708.2339
Primacare Medical Centre - Ballyowen,"Ballyowen Castle Centre, Ballyowen Lane, Lucan, Co. Dublin, K78 X6V9",Dublin,304965.7196,234319.563
Primacare Woodstown Medical Centre,"Woodstown Shopping Centre, Ballycullen Road, Knocklyon, Dublin 16, D16a6p4",Dublin,311343.8136,226347.7969
Primary Care,"Kilvere Park, Cypress Downs, Templeogue, Dublin 6w",Dublin,312402.0636,228947.4689
Primary Care Centre,"Building 3, Grove Court, Blanchardstown, Dublin 15",Dublin,307679.641,238326.038
Priority Medical Clinic,"6 Pembroke Cottages, Dundrum, Dublin 14, D14a9w8",Dublin,317081.1826,228052.7399
"Prospect Medical Practice, ","16 Prospect Road, Dublin 9, D09a4p0",Dublin,315038.1406,236408.6179
Rafter Medical Centre,"22 Braemor Road, Dublin 14, D14an20",Dublin,316022.7076,228793.1819
Raheny Medical,"River House, Raheny Shopping Centre, Howth Road, Dublin 5, D05f974",Dublin,321208.1566,238235.609
Railway Avenue Medical Practice,"Railway Avenue, Malahide, Co. Dublin, K36f899",Dublin,322495.0336,246146.307
"Ranelagh Medical Centre, ","22-26 Sandford Road, Dublin 6, D06a365",Dublin,316671.2816,231729.9689
"Rath Mhuire Health Centre,","9 Malahide Road, Swords, Co. Dublin, K67v8n3",Dublin,318231.4476,246575.611
"Rathfarnham Medical Centre, ","4 Glendoher Road, Dublin 16",Dublin,313807.4206,227531.4159
Rathmines Clinic,"24 Rathmines Road Upper, Dublin 6, D06 W2R4",Dublin,315570.8896,231472.8409
Renata Baranowska,"Unit 6 Ellis Court Business Complex, Ellis Quay, Dublin 7",Dublin,314417.156,234333.531
Reproductive Choice Limited,"10/11 Berkeley Street, Dublin 7",Dublin,315273.922,235539.504
Rialto Community Drugs Team,"Saint Andrews Community Centre, 468 South Circular Road, Dublin 8, D08h51f",Dublin,313630.1936,233062.8519
