ID,AREA_DESC,ROADNAME,Area,TOTAL_SPACES,DIPPED_FOOTPATH,PARK_SIGN,ROAD_MARKING,OCCUPIED,Adjacent_Services,LAT,LONG
1107,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.42325285,-6.227861025
1108,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.42328351,-6.227858465
1109,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.42331342,-6.227857219
1110,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.42334563,-6.227855879
1111,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.423374,-6.227854699
1112,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.42340315,-6.227853485
1113,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.42343229,-6.227852273
1114,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.42346295,-6.227849713
1115,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.42322359,-6.227699081
1116,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.42340078,-6.227694277
1117,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.42333864,-6.227695579
1118,Red Long Term Car Park,Swords Road,,30,,,Yes,No,Airport,53.42328113,-6.227697971
1119,Donabate/Portrane Educate Together,Portrane Road,,,,,Yes,No,Primary School,53.48958519,-6.14599614
1120,Kealys Bar,Swords Road,,2,,,Yes,No,Pub,53.42496482,-6.230167679
1121,Kealys Bar,Swords Road,,2,,,Yes,No,Pub,53.42493914,-6.230172854
1122,Go Kids Go Play Centre,Coolmine Industrial Estate,,,,,Yes,No,Play Centre,53.38443441,-6.401465593
1123,Go Kids Go Play Centre,Coolmine Industrial Estate,,,,,Yes,No,Play Centre,53.38451524,-6.40138617
1124,The Brock Inn,N2,,,,,Yes,No,Pub,53.43300984,-6.332689717
1125,The White House,N2,,,,,Yes,No,Pub,53.4406292,-6.337818582
1126,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42807702,-6.242814428
1127,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42809652,-6.242852548
1128,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42811945,-6.242889088
1129,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42814156,-6.242928545
1130,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42816444,-6.242962201
1131,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42818567,-6.243000251
1132,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42820859,-6.243036789
1133,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4282298,-6.2430734
1134,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42825444,-6.243109867
1135,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42827569,-6.243149359
1136,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4280646,-6.243023988
1137,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42808413,-6.243063552
1138,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42810454,-6.243104519
1139,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42812568,-6.243136806
1140,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42814961,-6.243183396
1141,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42817342,-6.243221341
1142,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4281482,-6.243262748
1143,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42812523,-6.243223328
1144,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4281031,-6.243182431
1145,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42808104,-6.243145857
1146,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42805811,-6.243109318
1147,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42803602,-6.243071303
1148,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42796386,-6.24319971
1149,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42798422,-6.243237797
1150,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42800982,-6.243279992
1151,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4280318,-6.243310802
1152,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42805647,-6.243348711
1153,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42802881,-6.243400314
1154,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42800502,-6.24336381
1155,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42798292,-6.243324353
1156,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42795911,-6.243286409
1157,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42793519,-6.243241261
1158,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42805006,-6.243439805
1159,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42807853,-6.243385285
1160,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42817114,-6.243300729
1161,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42819893,-6.243257773
1162,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4279913,-6.243074591
1163,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4279577,-6.243132204
1164,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42802653,-6.243011143
1165,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42792578,-6.243186865
1166,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42782967,-6.24332635
1167,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42785174,-6.243362924
1168,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42787559,-6.24340375
1169,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42789937,-6.243440253
1170,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.4279214,-6.243473947
1171,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42794607,-6.243511855
1172,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42797078,-6.243552646
1173,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42798929,-6.243582159
1174,"Short Term Car Park - Block B, Level 1",,,,,,Yes,No,Airport,53.42801222,-6.243618697
1175,Dublin Airport Garda Station,,,,,,Yes,No,Garda Station,53.42961246,-6.24479934
1176,Dublin Airport Garda Station,,,,,,Yes,No,Garda Station,53.42962985,-6.24476192
1177,Esso Service Station,Rathbeale Road,,,,,Yes,No,Petrol Station,53.46169786,-6.228492007
1178,Farmleigh House,Whites Road,,9,,,Yes,No,Park,53.36312755,-6.359956961
1179,Farmleigh House,Whites Road,,9,,,Yes,No,Park,53.36313077,-6.359914367
1180,Farmleigh House,Whites Road,,9,,,Yes,No,Park,53.36313397,-6.35986965
1181,Farmleigh House,Whites Road,,9,,,Yes,No,Park,53.3631346,-6.359822908
1182,Farmleigh House,Whites Road,,9,,,Yes,No,Park,53.36313909,-6.359780265
1183,Farmleigh House,Whites Road,,9,,,Yes,No,Park,53.36313848,-6.359735694
1184,Farmleigh House,Whites Road,,9,,,Yes,No,Park,53.36314294,-6.359690928
1185,Farmleigh House,Whites Road,,9,,,Yes,No,Park,53.36314614,-6.359646212
1186,Farmleigh House,Whites Road,,9,,,Yes,No,Park,53.3631493,-6.359599372
