"cosit","class","year","month","day","VehicleCount"
"000000001069","2","2020","4","24","4519"
"000000003801","2","2020","4","24","1622"
"000000020011","2","2020","4","24","15755"
"000000020016","5","2020","4","24","158"
"000000020018","3","2020","4","24","603"
"000000020088","3","2020","4","24","409"
"000000200719","2","2020","4","24","1287"
"000000001291","2","2020","4","24","662"
"000000015011","4","2020","4","24","48"
"000000020079","4","2020","4","24","62"
"000000020252","3","2020","4","24","298"
"000000001722","6","2020","4","24","25"
"000000200171","7","2020","4","24","52"
"000000001036","7","2020","4","24","32"
"000000001086","7","2020","4","24","38"
"000000020202","4","2020","4","24","45"
"000000020223","4","2020","4","24","7"
"000000020014","1","2020","4","24","28"
"000000020202","7","2020","4","24","21"
"000000020024","0","2020","4","24","1"
"000000001151","1","2020","4","24","3"
"000000001171","2","2020","4","24","1562"
"000000001592","3","2020","4","24","83"
"000000001811","2","2020","4","24","1593"
"000000020023","3","2020","4","24","359"
"000000020047","6","2020","4","24","1434"
"000000020083","6","2020","4","24","849"
"000000020905","3","2020","4","24","523"
"000000200713","6","2020","4","24","741"
"000000200723","3","2020","4","24","2862"
"000000020045","3","2020","4","24","285"
"000000020115","5","2020","4","24","159"
"000000001022","4","2020","4","24","31"
"000000001044","7","2020","4","24","67"
"000000020064","4","2020","4","24","16"
"000000001611","3","2020","4","24","189"
"000000020093","7","2020","4","24","17"
"000000020117","6","2020","4","24","19"
"000000001015","0","2020","4","24","13"
"000000001243","4","2020","4","24","5"
"000000001014","4","2020","4","24","264"
"000000001023","2","2020","4","24","3107"
"000000001201","6","2020","4","24","343"
"000000001803","2","2020","4","24","1915"
"000000020077","6","2020","4","24","1198"
"000000020114","3","2020","4","24","988"
"000000020181","2","2020","4","24","1831"
"000000001132","1","2020","4","24","16"
"000000001712","1","2020","4","24","12"
"000000020184","5","2020","4","24","281"
"000000020212","6","2020","4","24","165"
"000000001131","2","2020","4","24","1031"
"000000003804","3","2020","4","24","377"
"000000001071","4","2020","4","24","121"
"000000001081","4","2020","4","24","122"
"000000003173","4","2020","4","24","9"
"000000001782","7","2020","4","24","16"
"000000020152","7","2020","4","24","31"
"000000003114","7","2020","4","24","28"
"000000001512","1","2020","4","24","7"
"000000001055","7","2020","4","24","16"
"000000020257","7","2020","4","24","44"
"000000020301","7","2020","4","24","6"
"000000001671","1","2020","4","24","1"
"000000001051","2","2020","4","24","1679"
"000000001225","3","2020","4","24","200"
"000000001502","4","2020","4","24","209"
"000000003172","2","2020","4","24","1684"
"000000020092","6","2020","4","24","652"
"000000020258","5","2020","4","24","449"
"000000202639","6","2020","4","24","104"
"000000202301","5","2020","4","24","48"
"000000001101","6","2020","4","24","80"
"000000001502","7","2020","4","24","110"
"000000001258","1","2020","4","24","66"
"000000001551","3","2020","4","24","125"
"000000020256","1","2020","4","24","41"
"000000020091","1","2020","4","24","12"
"000000003806","3","2020","4","24","13"
"000000020185","1","2020","4","24","3"
"000000015011","2","2020","4","24","8694"
"000000020021","6","2020","4","24","1293"
"000000020078","3","2020","4","24","884"
"000000020211","6","2020","4","24","181"
"000000020221","2","2020","4","24","1275"
"000000001711","2","2020","4","24","2922"
"000000001842","2","2020","4","24","850"
"000000020031","5","2020","4","24","51"
"000000020171","6","2020","4","24","42"
"000000001086","2","2020","4","24","978"
"000000001523","2","2020","4","24","666"
"000000001052","4","2020","4","24","29"
"000000020153","6","2020","4","24","121"
"000000001031","4","2020","4","24","16"
"000000031041","2","2020","4","24","220"
"000000001255","7","2020","4","24","44"
"000000020172","1","2020","4","24","20"
"000000020252","1","2020","4","24","20"
"000000001111","1","2020","4","24","29"
"000000001692","5","2020","4","24","57"
"000000001771","1","2020","4","24","9"
"000000031021","6","2020","4","24","49"
"000000001052","2","2020","4","24","2512"
"000000001090","2","2020","4","24","2125"
"000000001507","2","2020","4","24","10238"
"000000001508","6","2020","4","24","4780"
"000000015001","2","2020","4","24","8350"
"000000020085","3","2020","4","24","631"
"000000001173","2","2020","4","24","1046"
"000000020153","4","2020","4","24","25"
"000000020611","6","2020","4","24","138"
"000000001172","6","2020","4","24","132"
"000000020021","4","2020","4","24","114"
"000000001521","7","2020","4","24","31"
"000000001241","7","2020","4","24","47"
"000000020046","5","2020","4","24","42"
"000000001541","5","2020","4","24","77"
"000000001113","1","2020","4","24","59"
"000000020526","6","2020","4","24","36"
"000000001211","1","2020","4","24","16"
"000000020065","7","2020","4","24","120"
"000000020701","7","2020","4","24","10"
"000000001283","5","2020","4","24","112"
"000000000997","3","2020","4","24","35"
"000000001841","7","2020","4","24","36"
"000000003807","5","2020","4","24","6"
"000000001524","7","2020","4","24","32"
"000000004041","7","2020","4","24","8"
"000000020511","7","2020","4","24","28"
"000000020067","1","2020","4","24","3"
"000000001503","2","2020","4","24","18845"
"000000001507","1","2020","4","24","44"
"000000001508","5","2020","4","24","1668"
"000000020611","5","2020","4","24","74"
"000000001172","5","2020","4","24","70"
"000000020075","4","2020","4","24","70"
"000000001551","5","2020","4","24","41"
"000000020511","6","2020","4","24","102"
"000000001531","6","2020","4","24","74"
"000000004041","6","2020","4","24","2"
"000000020561","4","2020","4","24","4"
"000000020721","1","2020","4","24","4"
"000000003803","6","2020","4","24","768"
"000000020041","6","2020","4","24","1240"
"000000020075","2","2020","4","24","5388"
"000000020089","7","2020","4","24","57"
"000000001031","2","2020","4","24","655"
"000000020611","3","2020","4","24","291"
"000000001712","5","2020","4","24","157"
"000000020065","4","2020","4","24","45"
"000000020078","1","2020","4","24","23"
"000000020511","4","2020","4","24","17"
"000000020258","7","2020","4","24","39"
"000000001715","7","2020","4","24","23"
"000000001283","7","2020","4","24","17"
"000000001542","4","2020","4","24","7"
"000000020153","1","2020","4","24","3"
"000000200715","5","2020","4","24","159"
"000000202104","6","2020","4","24","143"
"000000020621","3","2020","4","24","254"
"000000020812","3","2020","4","24","97"
"000000001731","7","2020","4","24","23"
"000000001282","5","2020","4","24","47"
"000000015002","7","2020","4","24","22"
"000000020171","4","2020","4","24","24"
"000000001132","5","2020","4","24","148"
"000000001715","4","2020","4","24","8"
"000000031021","4","2020","4","24","4"
"000000001694","1","2020","4","24","4"
"000000001251","7","2020","4","24","9"
"000000001531","4","2020","4","24","5"
"000000001046","6","2020","4","24","131"
"000000001841","3","2020","4","24","512"
"000000020041","5","2020","4","24","369"
"000000020078","2","2020","4","24","3046"
"000000020089","3","2020","4","24","549"
"000000020524","2","2020","4","24","1468"
"000000201081","6","2020","4","24","481"
"000000001781","6","2020","4","24","34"
"000000202301","6","2020","4","24","62"
"000000001524","3","2020","4","24","318"
"000000020031","4","2020","4","24","48"
"000000001717","2","2020","4","24","649"
"000000001731","3","2020","4","24","96"
"000000020087","1","2020","4","24","9"
"000000020526","7","2020","4","24","20"
"000000020062","1","2020","4","24","4"
"000000001086","6","2020","4","24","716"
"000000001090","5","2020","4","24","136"
"000000001507","5","2020","4","24","508"
"000000001013","6","2020","4","24","81"
"000000001523","3","2020","4","24","134"
"000000020224","3","2020","4","24","230"
"000000020521","2","2020","4","24","1105"
"000000001051","5","2020","4","24","40"
"000000001301","2","2020","4","24","827"
"000000020183","7","2020","4","24","89"
"000000001831","7","2020","4","24","25"
"000000020033","4","2020","4","24","39"
"000000001721","1","2020","4","24","10"
"000000208001","7","2020","4","24","33"
"000000001701","7","2020","4","24","13"
"000000001223","1","2020","4","24","9"
"000000001032","2","2020","4","24","1577"
"000000001711","6","2020","4","24","274"
"000000003172","5","2020","4","24","122"
"000000015011","6","2020","4","24","503"
"000000020079","3","2020","4","24","861"
"000000020182","5","2020","4","24","254"
"000000020253","6","2020","4","24","502"
"000000001622","2","2020","4","24","746"
"000000020801","3","2020","4","24","402"
"000000001053","2","2020","4","24","593"
"000000020036","5","2020","4","24","38"
"000000020221","3","2020","4","24","273"
"000000020522","3","2020","4","24","288"
"000000020119","2","2020","4","24","2604"
"000000001114","4","2020","4","24","11"
"000000001011","7","2020","4","24","11"
"000000001169","1","2020","4","24","6"
"000000001253","7","2020","4","24","81"
"000000020223","6","2020","4","24","83"
"000000001052","5","2020","4","24","89"
"000000020251","4","2020","4","24","25"
"000000020907","7","2020","4","24","23"
"000000001271","7","2020","4","24","22"
"000000200812","7","2020","4","24","33"
"000000001703","7","2020","4","24","36"
"000000001222","7","2020","4","24","25"
"000000001693","4","2020","4","24","1"
"000000001012","7","2020","4","24","26"
"000000001036","6","2020","4","24","201"
"000000001503","3","2020","4","24","5431"
"000000020032","6","2020","4","24","77"
"000000020063","2","2020","4","24","1558"
"000000001252","4","2020","4","24","34"
"000000020024","2","2020","4","24","702"
"000000015001","5","2020","4","24","555"
"000000020074","4","2020","4","24","53"
"000000020721","5","2020","4","24","39"
"000000031041","6","2020","4","24","39"
"000000020018","5","2020","4","24","202"
"000000020252","5","2020","4","24","85"
"000000020591","6","2020","4","24","5"
"000000031031","4","2020","4","24","91"
"000000001173","5","2020","4","24","67"
"000000208001","4","2020","4","24","3"
"000000001501","7","2020","4","24","102"
"000000003182","7","2020","4","24","56"
"000000200719","1","2020","4","24","34"
"000000001522","4","2020","4","24","6"
"000000001291","1","2020","4","24","8"
"000000003182","4","2020","4","24","12"
"000000020255","7","2020","4","24","33"
"000000001831","4","2020","4","24","4"
"000000020111","0","2020","4","24","6"
"000000001761","4","2020","4","24","14"
"000000001015","5","2020","4","24","491"
"000000001057","2","2020","4","24","1034"
"000000020085","6","2020","4","24","834"
"000000020088","2","2020","4","24","878"
"000000001222","2","2020","4","24","825"
"000000001254","2","2020","4","24","1155"
"000000001271","2","2020","4","24","1967"
"000000001113","4","2020","4","24","118"
"000000020067","4","2020","4","24","21"
"000000202103","5","2020","4","24","69"
"000000020511","5","2020","4","24","70"
"000000020256","4","2020","4","24","44"
"000000001013","1","2020","4","24","40"
"000000001036","1","2020","4","24","8"
"000000020202","1","2020","4","24","16"
"000000020032","1","2020","4","24","8"
"000000001717","4","2020","4","24","3"
"000000001023","6","2020","4","24","546"
"000000001071","5","2020","4","24","1006"
"000000001224","6","2020","4","24","279"
"000000001255","2","2020","4","24","6558"
"000000020525","5","2020","4","24","87"
"000000001506","6","2020","4","24","579"
"000000001283","4","2020","4","24","6"
"000000001022","5","2020","4","24","91"
"000000200715","7","2020","4","24","40"
"000000001512","5","2020","4","24","11"
"000000020601","6","2020","4","24","36"
"000000001161","3","2020","4","24","58"
"000000020046","4","2020","4","24","8"
"000000020089","4","2020","4","24","22"
"000000020211","1","2020","4","24","9"
"000000202301","7","2020","4","24","12"
"000000020071","0","2020","4","24","1"
"000000001541","4","2020","4","24","6"
"000000004041","1","2020","4","24","3"
"000000001171","6","2020","4","24","118"
"000000003803","3","2020","4","24","384"
"000000020041","3","2020","4","24","1512"
"000000020085","2","2020","4","24","2842"
"000000020523","2","2020","4","24","2228"
"000000020087","2","2020","4","24","1384"
"000000001621","6","2020","4","24","159"
"000000001811","6","2020","4","24","68"
"000000001042","3","2020","4","24","183"
"000000020701","1","2020","4","24","1"
"000000020021","1","2020","4","24","92"
"000000020258","4","2020","4","24","69"
"000000001046","4","2020","4","24","19"
"000000001731","4","2020","4","24","3"
"000000001046","7","2020","4","24","21"
"000000001781","7","2020","4","24","15"
"000000001251","4","2020","4","24","39"
"000000001542","1","2020","4","24","5"
"000000020511","1","2020","4","24","9"
"000000001531","1","2020","4","24","1"
"000000003807","4","2020","4","24","1"
"000000001092","2","2020","4","24","1979"
"000000001505","1","2020","4","24","72"
"000000020907","5","2020","4","24","106"
"000000031031","5","2020","4","24","262"
"000000001021","6","2020","4","24","395"
"000000001053","3","2020","4","24","140"
"000000001058","2","2020","4","24","1279"
"000000020051","4","2020","4","24","7"
"000000200720","5","2020","4","24","231"
"000000001871","1","2020","4","24","16"
"000000201321","6","2020","4","24","128"
"000000001070","4","2020","4","24","130"
"000000001252","5","2020","4","24","117"
"000000200719","7","2020","4","24","23"
"000000200723","0","2020","4","24","30"
"000000020251","5","2020","4","24","42"
"000000001133","5","2020","4","24","103"
"000000020181","6","2020","4","24","304"
"000000200718","3","2020","4","24","362"
"000000202104","3","2020","4","24","242"
"000000001023","3","2020","4","24","644"
"000000001712","7","2020","4","24","37"
"000000020181","3","2020","4","24","574"
"000000015002","4","2020","4","24","17"
"000000001015","4","2020","4","24","160"
"000000001171","3","2020","4","24","313"
"000000003115","2","2020","4","24","777"
"000000001131","3","2020","4","24","221"
"000000001624","6","2020","4","24","102"
"000000001202","7","2020","4","24","37"
"000000001803","3","2020","4","24","235"
"000000020065","1","2020","4","24","24"
"000000020082","7","2020","4","24","32"
"000000001521","1","2020","4","24","12"
"000000001282","7","2020","4","24","12"
"000000001065","3","2020","4","24","994"
"000000001256","2","2020","4","24","10954"
"000000001312","2","2020","4","24","2410"
"000000001500","3","2020","4","24","3410"
"000000001501","5","2020","4","24","1247"
"000000001509","6","2020","4","24","1036"
"000000001509","3","2020","4","24","4441"
"000000001622","3","2020","4","24","124"
"000000020115","2","2020","4","24","2511"
"000000001114","5","2020","4","24","185"
"000000001281","3","2020","4","24","666"
"000000001301","3","2020","4","24","234"
"000000003801","7","2020","4","24","24"
"000000020044","3","2020","4","24","561"
"000000020074","5","2020","4","24","289"
"000000001661","6","2020","4","24","28"
"000000001761","5","2020","4","24","44"
"000000020011","7","2020","4","24","62"
"000000001043","1","2020","4","24","15"
"000000001701","5","2020","4","24","24"
"000000020802","4","2020","4","24","12"
"000000001693","5","2020","4","24","22"
"000000001223","7","2020","4","24","31"
"000000001291","7","2020","4","24","8"
"000000001721","4","2020","4","24","9"
"000000020066","4","2020","4","24","4"
"000000020112","1","2020","4","24","24"
"000000001211","4","2020","4","24","20"
"000000001502","5","2020","4","24","1409"
"000000015001","3","2020","4","24","1851"
"000000020075","6","2020","4","24","1386"
"000000001831","2","2020","4","24","982"
"000000020033","2","2020","4","24","1897"
"000000001034","4","2020","4","24","449"
"000000001255","6","2020","4","24","452"
"000000001722","3","2020","4","24","139"
"000000020253","4","2020","4","24","54"
"000000020016","7","2020","4","24","43"
"000000015010","7","2020","4","24","50"
"000000020086","4","2020","4","24","27"
"000000020185","7","2020","4","24","43"
"000000001033","7","2020","4","24","45"
"000000020067","7","2020","4","24","22"
"000000020079","1","2020","4","24","16"
"000000200171","4","2020","4","24","22"
"000000020224","1","2020","4","24","4"
"000000001523","1","2020","4","24","6"
"000000020074","2","2020","4","24","5719"
"000000020182","3","2020","4","24","1141"
"000000020523","6","2020","4","24","447"
"000000031031","2","2020","4","24","3884"
"000000001252","2","2020","4","24","2640"
"000000001693","2","2020","4","24","823"
"000000001036","4","2020","4","24","11"
"000000001114","2","2020","4","24","4808"
"000000001173","3","2020","4","24","225"
"000000001522","2","2020","4","24","514"
"000000015010","4","2020","4","24","41"
"000000020032","4","2020","4","24","47"
"000000001503","1","2020","4","24","81"
"000000001056","4","2020","4","24","4"
"000000001211","7","2020","4","24","11"
"000000020091","7","2020","4","24","45"
"000000020118","7","2020","4","24","42"
"000000020078","7","2020","4","24","58"
"000000020801","1","2020","4","24","6"
"000000020591","4","2020","4","24","8"
"000000020522","1","2020","4","24","7"
"000000020221","1","2020","4","24","3"
"000000003171","1","2020","4","24","5"
"000000020119","0","2020","4","24","2"
"000000001036","2","2020","4","24","1004"
"000000001211","2","2020","4","24","1502"
"000000015002","6","2020","4","24","1160"
"000000020046","6","2020","4","24","125"
"000000020086","2","2020","4","24","1915"
"000000020089","6","2020","4","24","979"
"000000020211","3","2020","4","24","333"
"000000020253","2","2020","4","24","1932"
"000000001056","2","2020","4","24","383"
"000000001524","6","2020","4","24","214"
"000000020254","4","2020","4","24","82"
"000000020591","2","2020","4","24","569"
"000000001508","7","2020","4","24","164"
"000000020062","4","2020","4","24","32"
"000000202639","5","2020","4","24","86"
"000000001241","6","2020","4","24","185"
"000000020075","1","2020","4","24","30"
"000000020085","7","2020","4","24","38"
"000000001173","1","2020","4","24","6"
"000000020526","5","2020","4","24","51"
"000000020812","5","2020","4","24","43"
"000000001090","1","2020","4","24","4"
"000000001225","7","2020","4","24","26"
"000000001723","1","2020","4","24","11"
"000000020242","1","2020","4","24","4"
"000000003806","7","2020","4","24","3"
"000000001057","6","2020","4","24","333"
"000000001070","2","2020","4","24","16059"
"000000003172","6","2020","4","24","246"
"000000020014","4","2020","4","24","91"
"000000020018","6","2020","4","24","982"
"000000020036","6","2020","4","24","151"
"000000200812","3","2020","4","24","563"
"000000001831","3","2020","4","24","141"
"000000020253","5","2020","4","24","160"
"000000001036","5","2020","4","24","57"
"000000003802","4","2020","4","24","6"
"000000001258","5","2020","4","24","558"
"000000001703","3","2020","4","24","359"
"000000001222","3","2020","4","24","264"
"000000020032","5","2020","4","24","71"
"000000001013","7","2020","4","24","9"
"000000001679","1","2020","4","24","6"
"000000001021","1","2020","4","24","24"
"000000001032","1","2020","4","24","15"
"000000020223","7","2020","4","24","29"
"000000020521","1","2020","4","24","12"
"000000001012","3","2020","4","24","2331"
"000000001253","3","2020","4","24","2146"
"000000001507","6","2020","4","24","521"
"000000001594","2","2020","4","24","488"
"000000020051","2","2020","4","24","683"
"000000020066","2","2020","4","24","705"
"000000020088","6","2020","4","24","709"
"000000020252","6","2020","4","24","247"
"000000015010","5","2020","4","24","412"
"000000020172","6","2020","4","24","123"
"000000020255","3","2020","4","24","353"
"000000001034","5","2020","4","24","504"
"000000003171","7","2020","4","24","60"
"000000020256","5","2020","4","24","276"
"000000001065","1","2020","4","24","60"
"000000001701","3","2020","4","24","69"
"000000201321","4","2020","4","24","52"
"000000001703","6","2020","4","24","63"
"000000001593","6","2020","4","24","24"
"000000001072","1","2020","4","24","67"
"000000001631","1","2020","4","24","6"
"000000020801","4","2020","4","24","19"
"000000020522","7","2020","4","24","26"
"000000001523","7","2020","4","24","22"
"000000001102","1","2020","4","24","5"
"000000001714","6","2020","4","24","2"
"000000001034","2","2020","4","24","12806"
"000000020021","3","2020","4","24","1566"
"000000020032","2","2020","4","24","1346"
"000000020071","2","2020","4","24","12071"
"000000020511","3","2020","4","24","252"
"000000001542","3","2020","4","24","185"
"000000001042","5","2020","4","24","65"
"000000015001","1","2020","4","24","55"
"000000031021","3","2020","4","24","47"
"000000001255","4","2020","4","24","50"
"000000001531","3","2020","4","24","152"
"000000020523","4","2020","4","24","24"
"000000001722","1","2020","4","24","6"
"000000001161","5","2020","4","24","25"
"000000020561","1","2020","4","24","5"
"000000020701","3","2020","4","24","82"
"000000020087","4","2020","4","24","14"
"000000001692","7","2020","4","24","26"
"000000004041","3","2020","4","24","68"
"000000001069","3","2020","4","24","672"
"000000001201","2","2020","4","24","1574"
"000000003801","6","2020","4","24","435"
"000000010113","2","2020","4","24","2934"
"000000020014","5","2020","4","24","255"
"000000020042","2","2020","4","24","6451"
"000000020051","3","2020","4","24","180"
"000000200713","2","2020","4","24","6291"
"000000200714","2","2020","4","24","4748"
"000000001151","5","2020","4","24","52"
"000000020205","1","2020","4","24","31"
"000000020212","2","2020","4","24","2052"
"000000201321","5","2020","4","24","113"
"000000020063","4","2020","4","24","36"
"000000001072","7","2020","4","24","135"
"000000001303","6","2020","4","24","135"
"000000001622","4","2020","4","24","9"
"000000020115","1","2020","4","24","19"
"000000001661","5","2020","4","24","34"
"000000001102","7","2020","4","24","20"
"000000001631","4","2020","4","24","3"
"000000001016","1","2020","4","24","11"
"000000001281","7","2020","4","24","21"
"000000001017","5","2020","4","24","257"
"000000001508","2","2020","4","24","18820"
"000000001692","2","2020","4","24","1153"
"000000020034","5","2020","4","24","123"
"000000201081","4","2020","4","24","223"
"000000020601","3","2020","4","24","200"
"000000020013","7","2020","4","24","49"
"000000001691","6","2020","4","24","79"
"000000001133","7","2020","4","24","25"
"000000020089","1","2020","4","24","9"
"000000001781","4","2020","4","24","4"
"000000001524","1","2020","4","24","7"
"000000001841","1","2020","4","24","8"
"000000001101","2","2020","4","24","1472"
"000000001172","2","2020","4","24","858"
"000000001282","4","2020","4","24","30"
"000000001511","6","2020","4","24","54"
"000000020258","1","2020","4","24","58"
"000000001025","6","2020","4","24","330"
"000000001224","3","2020","4","24","367"
"000000001602","6","2020","4","24","46"
"000000020012","1","2020","4","24","20"
"000000001081","5","2020","4","24","239"
"000000003114","5","2020","4","24","46"
"000000001243","5","2020","4","24","84"
"000000015002","1","2020","4","24","78"
"000000001055","5","2020","4","24","44"
"000000020113","6","2020","4","24","7"
"000000001251","1","2020","4","24","8"
"000000001512","7","2020","4","24","6"
"000000001035","6","2020","4","24","443"
"000000001081","3","2020","4","24","995"
"000000001282","2","2020","4","24","2689"
"000000001331","4","2020","4","24","26"
"000000001505","5","2020","4","24","700"
"000000003111","3","2020","4","24","575"
"000000010113","5","2020","4","24","174"
"000000020042","5","2020","4","24","841"
"000000020061","5","2020","4","24","159"
"000000020081","3","2020","4","24","333"
"000000001224","1","2020","4","24","9"
"000000001801","5","2020","4","24","46"
"000000001121","5","2020","4","24","41"
"000000015012","5","2020","4","24","264"
"000000020047","7","2020","4","24","60"
"000000020906","4","2020","4","24","19"
"000000020151","4","2020","4","24","16"
"000000200714","5","2020","4","24","57"
"000000001621","1","2020","4","24","13"
"000000001085","1","2020","4","24","7"
"000000001632","5","2020","4","24","35"
"000000001504","7","2020","4","24","83"
"000000200723","7","2020","4","24","70"
"000000020186","4","2020","4","24","34"
"000000001592","4","2020","4","24","3"
"000000020113","4","2020","4","24","5"
"000000001014","6","2020","4","24","1984"
"000000001015","2","2020","4","24","9976"
"000000001071","3","2020","4","24","4470"
"000000001251","2","2020","4","24","665"
"000000020222","6","2020","4","24","283"
"000000020258","2","2020","4","24","9184"
"000000200721","5","2020","4","24","235"
"000000001022","3","2020","4","24","415"
"000000001782","6","2020","4","24","74"
"000000020077","5","2020","4","24","216"
"000000001506","4","2020","4","24","90"
"000000020152","6","2020","4","24","150"
"000000001552","1","2020","4","24","11"
"000000001025","7","2020","4","24","45"
"000000001591","5","2020","4","24","40"
"000000020041","1","2020","4","24","110"
"000000020113","7","2020","4","24","13"
"000000020084","4","2020","4","24","12"
"000000001602","4","2020","4","24","12"
"000000001131","1","2020","4","24","7"
"000000001161","1","2020","4","24","3"
"000000005047","7","2020","4","24","6"
"000000200718","1","2020","4","24","7"
"000000001224","4","2020","4","24","3"
"000000001044","6","2020","4","24","1265"
"000000001302","6","2020","4","24","137"
"000000001712","2","2020","4","24","2188"
"000000020257","6","2020","4","24","574"
"000000020152","3","2020","4","24","247"
"000000200722","4","2020","4","24","53"
"000000001261","5","2020","4","24","71"
"000000001243","3","2020","4","24","265"
"000000001311","4","2020","4","24","67"
"000000020222","3","2020","4","24","462"
"000000200711","5","2020","4","24","70"
"000000200721","7","2020","4","24","54"
"000000001871","5","2020","4","24","32"
"000000020114","4","2020","4","24","41"
"000000200811","4","2020","4","24","52"
"000000001027","4","2020","4","24","9"
"000000020117","7","2020","4","24","1"
"000000003111","6","2020","4","24","351"
"000000020047","5","2020","4","24","576"
"000000020076","3","2020","4","24","1188"
"000000020089","2","2020","4","24","1246"
"000000001133","3","2020","4","24","343"
"000000001713","6","2020","4","24","37"
"000000020905","5","2020","4","24","129"
"000000003804","5","2020","4","24","140"
"000000001624","4","2020","4","24","6"
"000000020204","1","2020","4","24","23"
"000000001085","4","2020","4","24","19"
"000000001713","3","2020","4","24","157"
"000000001027","7","2020","4","24","37"
"000000001042","1","2020","4","24","9"
"000000001023","1","2020","4","24","28"
"000000200722","7","2020","4","24","53"
"000000001511","7","2020","4","24","23"
"000000003803","1","2020","4","24","16"
"000000020117","5","2020","4","24","25"
"000000001803","1","2020","4","24","16"
"000000020861","7","2020","4","24","16"
"000000001112","7","2020","4","24","16"
"000000020601","4","2020","4","24","2"
"000000001017","3","2020","4","24","936"
"000000001055","6","2020","4","24","187"
"000000001243","6","2020","4","24","296"
"000000001283","2","2020","4","24","4462"
"000000001731","2","2020","4","24","583"
"000000020064","6","2020","4","24","586"
"000000020093","6","2020","4","24","461"
"000000200716","4","2020","4","24","7"
"000000020046","2","2020","4","24","567"
"000000020081","6","2020","4","24","244"
"000000020034","3","2020","4","24","413"
"000000001041","5","2020","4","24","152"
"000000020023","5","2020","4","24","104"
"000000001611","5","2020","4","24","83"
"000000005045","5","2020","4","24","70"
"000000003807","2","2020","4","24","49"
"000000020301","6","2020","4","24","23"
"000000001191","6","2020","4","24","82"
"000000001331","7","2020","4","24","31"
"000000001592","7","2020","4","24","20"
"000000200716","7","2020","4","24","36"
"000000003181","7","2020","4","24","12"
"000000001171","1","2020","4","24","8"
"000000001046","3","2020","4","24","166"
"000000201081","3","2020","4","24","790"
"000000001042","4","2020","4","24","23"
"000000020211","2","2020","4","24","1445"
"000000200715","3","2020","4","24","451"
"000000001781","3","2020","4","24","95"
"000000200716","5","2020","4","24","107"
"000000020041","7","2020","4","24","56"
"000000020861","5","2020","4","24","43"
"000000001225","1","2020","4","24","4"
"000000001043","6","2020","4","24","571"
"000000001072","5","2020","4","24","903"
"000000015012","3","2020","4","24","1360"
"000000200723","2","2020","4","24","13372"
"000000200811","2","2020","4","24","6193"
"000000020116","6","2020","4","24","299"
"000000200711","3","2020","4","24","162"
"000000001256","4","2020","4","24","29"
"000000020119","5","2020","4","24","342"
"000000020115","4","2020","4","24","41"
"000000001141","5","2020","4","24","81"
"000000001191","1","2020","4","24","18"
"000000200717","7","2020","4","24","21"
"000000020115","7","2020","4","24","49"
"000000020152","1","2020","4","24","21"
"000000001312","4","2020","4","24","3"
"000000003114","1","2020","4","24","7"
"000000020811","4","2020","4","24","6"
"000000001055","1","2020","4","24","6"
"000000001073","6","2020","4","24","2702"
"000000001132","6","2020","4","24","167"
"000000001502","2","2020","4","24","19161"
"000000001506","5","2020","4","24","717"
"000000001712","6","2020","4","24","320"
"000000003803","4","2020","4","24","14"
"000000020021","2","2020","4","24","6925"
"000000200715","6","2020","4","24","544"
"000000202301","3","2020","4","24","139"
"000000020153","2","2020","4","24","1057"
"000000001025","5","2020","4","24","128"
"000000200718","7","2020","4","24","41"
"000000001023","7","2020","4","24","36"
"000000020031","1","2020","4","24","14"
"000000001161","4","2020","4","24","7"
"000000015001","0","2020","4","24","2"
"000000001085","5","2020","4","24","130"
"000000001202","3","2020","4","24","310"
"000000001602","5","2020","4","24","48"
"000000020082","3","2020","4","24","229"
"000000020084","5","2020","4","24","127"
"000000001541","3","2020","4","24","167"
"000000202104","7","2020","4","24","27"
"000000001803","7","2020","4","24","25"
"000000020601","5","2020","4","24","51"
"000000001551","1","2020","4","24","5"
"000000001552","7","2020","4","24","23"
"000000202639","4","2020","4","24","22"
"000000020085","1","2020","4","24","12"
"000000001671","6","2020","4","24","14"
"000000001692","1","2020","4","24","10"
"000000020526","4","2020","4","24","3"
"000000001081","1","2020","4","24","55"
"000000001121","3","2020","4","24","193"
"000000001505","3","2020","4","24","3192"
"000000005047","2","2020","4","24","4527"
"000000020022","6","2020","4","24","950"
"000000001112","2","2020","4","24","1942"
"000000001301","5","2020","4","24","70"
"000000020024","5","2020","4","24","50"
"000000003805","6","2020","4","24","24"
"000000020184","4","2020","4","24","62"
"000000020906","2","2020","4","24","1759"
"000000001622","5","2020","4","24","53"
"000000020802","6","2020","4","24","207"
"000000001027","2","2020","4","24","975"
"000000001812","4","2020","4","24","10"
"000000001801","3","2020","4","24","171"
"000000001631","5","2020","4","24","37"
"000000020113","2","2020","4","24","248"
"000000001053","5","2020","4","24","52"
"000000020081","1","2020","4","24","21"
"000000001751","7","2020","4","24","20"
"000000001243","1","2020","4","24","15"
"000000020301","1","2020","4","24","4"
"000000001043","3","2020","4","24","390"
"000000001311","2","2020","4","24","1749"
"000000001331","2","2020","4","24","1889"
"000000001511","2","2020","4","24","901"
"000000020063","5","2020","4","24","159"
"000000020111","3","2020","4","24","1467"
"000000020114","2","2020","4","24","2775"
"000000020186","2","2020","4","24","1664"
